rating,text,date,trip_type,date_status,gpt_sentiment,predicted_roberta
3,"This museum / gallery is quite small and therefore a bit overpriced in my opinion. It only takes about 20 mins to go around unless you stare at every painting for ages! There are loads of pieces though, some by famous artists like Picasso and Rembrandt. Some interesting sculptures too, but all in all probably wouldn't do it again.",Feb 2012,,date_only,負面,負面
4,"I was surprised at how much fun you can have in a cat museum. There are some really nice bits of art. The gift shop is great, you can buy prints of the works at a reasonable price. The best part was the real cats.",Feb 2012,,date_only,正面,正面
4,Despite visiting Amsterdam several times I never knew this place existed.  My husband saved it as a surprise and it was fantastic.  the curators lounge around - happy to be stroked by cat sick owners.There's everything cat here so a good way to while away an hour or so.,Feb 2012,,date_only,正面,正面
5,"Being an cat lover extraordinaire myself I am also kind of a cat tourist. And this is very lovely house, worth seeing just because of the interior. But I was busy petting the beutiful cats of the museum...They accepted it gracefully.",Jan 2012,Solo,date_with_label,正面,中立
3,"Funny concept to make a meseum around cats. Was it a tax driven development by a private person. Probably, yes! But still fun.","Written January 12, 2012",,unknown_format,正面,正面
5,Little museum concentrating on Kitty Cats.  A lot of the art is paintings by famous artists.  Nice little gift shop.  I actually found two post cards of a painting of a cat and both looked like my kitty!  So bought them and framed them.   Must see if you are a cat lover!,Jan 2011,Solo,date_with_label,正面,正面
5,"Much better and more informative than we expected. Interesting posters, lovely paintings. You can even find cats sleeping on the sofa, they love people. Go for it if you like cats :)",Dec 2011,,date_only,正面,正面
5,"One block from Banks Mansion hotel.  If you are a cat enthusiast, stop in for a quick (15-20 minutes) diversion - all kinds of art, posters, photographs, sculptures (and a very unique pinball table) of cats in a lovely canal house.  Small but we felt it was worth the 6 Euro entry fee to see an eccentric collection like this.",Oct 2011,,date_only,正面,正面
4,"The Cat Cabinet is a sweet little gallery not far from the city centre. Don't go there expecting a huge show. It's a small, compact gallery with the main part taking up the first floor of a luxurious building. Amongst the decorative mouldings & chandeliers are posters, paintings, ornaments & sculptures celebrating cats & kittens. Not to mention several real cats snoozing away on the couches, completely oblivious to the tourists around them.The gift shop sells a plethora of cat related postcards as well as prints & posters.It cost us 6 Euros each and took us about 30 minutes to wander round. It was a pleasant way to escape the rain.",Aug 2011,,date_only,正面,正面
4,"it's an old house (v beautiful house), full of cat posters, cat ornaments, anything feline - incl a cat which lives there and mooches about - it's an oddity for people who like things like the museum of everything in london, aswell as those who love cats.",Aug 2010,,date_only,正面,中立
5,"Yes, this museum is not part of the Iamsterdam or Museumkaart but as a cat lover was worth the €6.  The museum is housed in one of the beautiful old canal homes and is loaded with cat related art and objects.  The great thing about this museum is the resident cats that are there on the sofa at the entrance as well as other locations throughout the house.  One of the cats even followed me room to room as if it was giving me a tour…LOL!  Nice to get some cat interaction while away from my own felines!Not too far from Central Station is the De Poezenboot, a cat shelter that was a converted house boat….check it out if you have time!!  Great group of people taking care of the cats, including Rock who is behind the counter.","Written December 8, 2010",,unknown_format,正面,正面
1,This is not worth the entrance fee. Of all the museums and galleries that I went to (during 2 weeks in Netherlands and Belgium) this was the worst value for money.I like cats but 90% of the items on show are just posters and prints. There are some interesting pieces such as the pin-ball machine but there is so much more in Amsterdam that you should see before visiting here.,"Written July 26, 2010",,unknown_format,負面,負面
